id,country,active,name,code,category,note
port_0438,base.kp,true,Shinho,KNSMP,Puerto,.
port_0439,base.ve,true,Simon Bolivar,VESBO,Puerto,.
port_0440,base.sg,true,Singapur,IIOOV,Puerto,.
port_0441,base.ly,true,Sirte,LYSRT,Puerto,.
port_0442,base.gr,true,Skopelos,GRSQO,Puerto,.
port_0443,base.id,true,Soerabaja,IDSUY,Puerto,.
port_0444,base.bg,true,Sofia,BUSOF,Puerto,.
port_0445,base.pl,true,Sopot,PLZOP,Puerto,.
port_0446,base.uy,true,Soriano,UYSOO,Puerto,.
port_0447,base.gn,true,Sorong,GVSOX,Puerto,.
port_0448,base.it,true,Sorrento,ITSOR,Puerto,.
port_0449,base.gb,true,Southampton,UKSOU,Puerto,.
port_0450,base.sn,true,St Louis,SGSTL,Puerto,.
port_0451,base.se,true,Stockholm,SWSTO,Puerto,.
port_0452,base.br,true,Suape,BRSUA,Puerto,.
port_0453,base.eg,true,Suez Canal,EGSUC,Puerto,.
port_0454,base.in,true,Surat,INSRA,Puerto,.
port_0455,base.au,true,Sydney,ASSDN,Puerto,.
port_0456,base.pe,true,Tacna,PETAC,Puerto,.
port_0457,base.tw,true,Tai Chung,TWCHG,Puerto,.
port_0458,base.tw,true,Taiwan,TWTAI,Puerto,.
port_0459,base.cl,true,Talcahuano,CITAL,Puerto,.
port_0460,base.us,true,Tampa,USTMP,Puerto,.
port_0461,base.mx,true,Tampico,MXTPC,Puerto,.
port_0462,base.ma,true,Tangier,MOTAN,Puerto,.
port_0463,base.ly,true,Tarabulus (Tripoli),LYTRS,Puerto,.
port_0464,base.it,true,Taranto,ITTRA,Puerto,.
port_0465,base.hn,true,Tegucigalpa,HOTEG,Puerto,.
port_0466,base.cl,true,Temuco,CITEM,Puerto,.
port_0467,base.es,true,Tenerife,SPTUR,Puerto,.
port_0468,base.dk,true,Thule,DATHU,Puerto,.
port_0469,base.cn,true,Tianjin,CHTIA,Puerto,.
port_0470,base.gb,true,Tilbury,UKTDX,Puerto,.
port_0471,base.ly,true,Tobruch,LYTUP,Puerto,.
port_0472,base.jp,true,Tokyo,JATOK,Puerto,.
port_0473,base.cl,true,Tongoy,CITON,Puerto,.
port_0474,base.ca,true,Toronto,CATOR,Puerto,.
port_0475,base.fr,true,Toulouse,FRTOU,Puerto,.
port_0476,base.ca,true,Trenton,CATTO,Puerto,.
port_0477,base.br,true,Tubarao,BRTBR,Puerto,.
port_0478,base.tn,true,Tunis,TSTUN,Puerto,.
port_0479,base.fi,true,Turku,FITUR,Puerto,.
port_0480,base.ar,true,Ushuaia,ARUSU,Puerto,.
port_0481,base.it,true,Vado Ligure,ITVDL,Puerto,.
port_0482,base.cl,true,Valdivia,CIVVA,Puerto,.
port_0483,base.es,true,Valencia,SPVLC,Puerto,.
port_0484,base.cl,true,Valparaiso,CIVLP,Puerto,.
port_0485,base.bg,true,Varna,BUVAR,Puerto,.
port_0486,base.pl,true,Varsovia,PLVAR,Puerto,.
port_0487,base.cl,true,Ventana,CIVEN,Puerto,.
port_0488,base.mx,true,Veracruz,MXVRC,Puerto,.
port_0489,base.br,true,Victoria BR,BRVTR,Puerto,.
port_0490,base.ca,true,Victoria,CAVIC,Puerto,.
port_0491,base.es,true,Vigo,SPVGO,Puerto,.
port_0492,base.ar,true,Villa Constitucion,ARVCO,Puerto,.
port_0493,base.py,true,Villa Elisa,PAVEL,Puerto,.
port_0494,base.py,true,Villa Hayes,PAVHS,Puerto,.
port_0495,base.gr,true,Volos,GRVOL,Puerto,.
port_0496,base.eg,true,Wadi Feiran,EGWAD,Puerto,.
port_0497,base.za,true,Walvis Bay,SFWAL,Puerto,.
port_0498,base.nz,true,Wellington,NZWEL,Puerto,.
port_0499,base.cn,true,Wenzhou,CHWZU,Puerto,.
port_0500,base.nl,true,Willemstad,NLWST,Puerto,.
port_0501,base.ca,true,Winnipeg,CAWNP,Puerto,.
port_0502,base.cn,true,Xiamen,CHXMN,Puerto,.
port_0503,base.cn,true,Yantai,CHYAN,Puerto,.
port_0504,base.ca,true,Yarmouth,CAYRM,Puerto,.
port_0505,base.jp,true,Yokohama,JAYOK,Puerto,.
port_0506,base.ar,true,Zarate,ARZAR,Puerto,.
port_0507,base.be,true,Zeebrugge,BEZEE,Puerto,.
airport_0001,base.ar,true,Aero Club Or n,ORA,Aeropuerto,.
airport_0002,base.cl,true,Aer¢dromo Balmaceda,BBA,Aeropuerto,.
airport_0003,base.cl,true,Aer¢dromo De La Independencia,QRC,Aeropuerto,.
airport_0004,base.cl,true,Aer¢dromo Ricardo Garc¡a Posada,ESR,Aeropuerto,.
airport_0005,base.ar,true,Aeroparque Jorge Newbery,AEP,Aeropuerto,.
airport_0006,base.es,true,Aeropuerto Adolfo Su rez Madrid-Barajas,MAD,Aeropuerto,.
airport_0007,base.ar,true,Aeropuerto Brigadier Mayor C‚sar Ra£l Ojeda,LUQ,Aeropuerto,.
airport_0008,base.ar,true,Aeropuerto Capit n Vicente Almandos Almonacid,IRJ,Aeropuerto,.
airport_0009,base.cl,true,Aeropuerto Carriel Sur,CCP,Aeropuerto,.
airport_0010,base.cl,true,Aeropuerto Cerro Moreno,ANF,Aeropuerto,.
airport_0011,base.ar,true,Aeropuerto Clorinda,CLX,Aeropuerto,.
airport_0012,base.ar,true,Aeropuerto Comodoro Pierrestegui,COC,Aeropuerto,.
airport_0013,base.ar,true,Aeropuerto Coronel Felipe Varela,CTC,Aeropuerto,.
airport_0014,base.es,true,Aeropuerto De Albacete,ABC,Aeropuerto,.
airport_0015,base.nl,true,Aeropuerto De µmsterdam-Schiphol,AMS,Aeropuerto,.
airport_0016,base.es,true,Aeropuerto De Andorra-La Seu,LEU,Aeropuerto,.
airport_0017,base.af,true,Aeropuerto De Bamiy n,BIN,Aeropuerto,.
airport_0018,base.es,true,Aeropuerto De Barcelona-El Prat,BCN,Aeropuerto,.
airport_0019,base.fr,true,Aeropuerto De Basilea-Mulhouse-Friburgo,MLH?,Aeropuerto,.
airport_0020,base.de,true,Aeropuerto De Berl¡n-Tempelhof,THF,Aeropuerto,.
airport_0021,base.es,true,Aeropuerto De Bilbao,BIO,Aeropuerto,.
airport_0022,base.af,true,Aeropuerto De Bost,BST,Aeropuerto,.
airport_0023,base.hu,true,Aeropuerto De Budapest-Ferenc Liszt,BUD,Aeropuerto,.
airport_0024,base.fr,true,Aeropuerto De Burdeos-M‚rignac,BOD,Aeropuerto,.
airport_0025,base.es,true,Aeropuerto De Castellon,CDT,Aeropuerto,.
airport_0026,base.ie,true,Aeropuerto De Cork,ORK,Aeropuerto,.
airport_0027,base.pt,true,Aeropuerto De Corvo,CVU,Aeropuerto,.
airport_0028,base.ar,true,Aeropuerto De Curuz£ Cuati ,UZU,Aeropuerto,.
airport_0029,base.gb,true,Aeropuerto De Edimburgo,EDI,Aeropuerto,.
airport_0030,base.nl,true,Aeropuerto De Eindhoven,EIN,Aeropuerto,.
airport_0031,base.se,true,Aeropuerto De Estocolmo-Arlanda,ARN,Aeropuerto,.
airport_0032,base.fr,true,Aeropuerto De Estrasburgo,SXB,Aeropuerto,.
airport_0033,base.pt,true,Aeropuerto De Faro,FAO,Aeropuerto,.
airport_0034,base.af,true,Aeropuerto De Fayzabad,FBD,Aeropuerto,.
airport_0035,base.it,true,Aeropuerto De Florencia,FLR,Aeropuerto,.
airport_0036,base.pt,true,Aeropuerto De Flores,FLW,Aeropuerto,.
airport_0037,base.de,true,Aeropuerto De Fr ncfort Del Meno,FRA,Aeropuerto,.
airport_0038,base.de,true,Aeropuerto De Fr ncfort-Hahn,HHN,Aeropuerto,.
airport_0039,base.pt,true,Aeropuerto De Francisco S  Carneiro,OPO,Aeropuerto,.
airport_0040,base.ar,true,Aeropuerto De General Pico,GPO,Aeropuerto,.
airport_0041,base.gb,true,Aeropuerto De Gibraltar,GIB,Aeropuerto,.
airport_0042,base.pt,true,Aeropuerto De Graciosa,GRW,Aeropuerto,.
airport_0043,base.es,true,Aeropuerto De Granada,GRX,Aeropuerto,.
airport_0044,base.ar,true,Aeropuerto De Gualeguaych£,GHU,Aeropuerto,.
airport_0045,base.de,true,Aeropuerto De Hamburgo,HAM,Aeropuerto,.
airport_0046,base.de,true,Aeropuerto De Hannover,HAJ,Aeropuerto,.
airport_0047,base.gb,true,Aeropuerto De Heathrow,LHR,Aeropuerto,.
airport_0048,base.de,true,Aeropuerto De Heligoland,HGL,Aeropuerto,.
airport_0049,base.fi,true,Aeropuerto De Helsinki-Vantaa,HEL,Aeropuerto,.
airport_0050,base.af,true,Aeropuerto De Herat,HEA,Aeropuerto,.
airport_0051,base.pt,true,Aeropuerto De Horta,HOR,Aeropuerto,.
airport_0052,base.in,true,Aeropuerto De Hubli,HBX,Aeropuerto,.
airport_0053,base.es,true,Aeropuerto De Ibiza,IBZ,Aeropuerto,.
airport_0054,base.gb,true,Aeropuerto De Inverness,INV,Aeropuerto,.
airport_0055,base.ca,true,Aeropuerto De Iqaluit,YFB,Aeropuerto,.
airport_0056,base.fi,true,Aeropuerto De Ivalo,IVL,Aeropuerto,.
airport_0057,base.af,true,Aeropuerto De Jalalabad,JAA,Aeropuerto,.
airport_0058,base.es,true,Aeropuerto De Jerez,XRY,Aeropuerto,.
airport_0059,base.gb,true,Aeropuerto De Jersey,JER,Aeropuerto,.
airport_0060,base.bd,true,Aeropuerto De Jessore,JSR,Aeropuerto,.
airport_0061,base.ru,true,Aeropuerto De Kaliningrado-Jrabrovo,KGD,Aeropuerto,.
airport_0062,base.au,true,Aeropuerto De La Isla Norfolk (En),NLK,Aeropuerto,.
airport_0063,base.pt,true,Aeropuerto De Lajes,TER,Aeropuerto,.
airport_0064,base.be,true,Aeropuerto De Lieja,LGG,Aeropuerto,.
airport_0065,base.gb,true,Aeropuerto De Londres-Luton,LTN,Aeropuerto,.
airport_0066,base.es,true,Aeropuerto De M laga-Costa Del Sol,AGP,Aeropuerto,.
airport_0067,base.ec,true,Aeropuerto De Manta,MEC,Aeropuerto,.
airport_0068,base.ma,true,Aeropuerto De Marrakech-Menara,RAK,Aeropuerto,.
airport_0069,base.es,true,Aeropuerto De Melilla,MLN,Aeropuerto,.
airport_0070,base.it,true,Aeropuerto De Mil n-Malpensa,MXP,Aeropuerto,.
airport_0071,base.ca,true,Aeropuerto De Mont-Joli,YYY,Aeropuerto,.
airport_0072,base.ar,true,Aeropuerto De Monte Caseros,MCS,Aeropuerto,.
airport_0073,base.ca,true,Aeropuerto De Montreal-Saint Hubert,YHU,Aeropuerto,.
airport_0074,base.it,true,Aeropuerto De N poles-Capodichino,NAP,Aeropuerto,.
airport_0075,base.cy,true,Aeropuerto De Nicosia,NIC,Aeropuerto,.
airport_0076,base.es,true,Aeropuerto De Pamplona,PNA,Aeropuerto,.
airport_0077,base.fr,true,Aeropuerto De Par¡s-Charles De Gaulle,CDG,Aeropuerto,.
airport_0078,base.fr,true,Aeropuerto De Par¡s-Orly,ORY,Aeropuerto,.
airport_0079,base.pt,true,Aeropuerto De Pico,PIX,Aeropuerto,.
airport_0080,base.me,true,Aeropuerto De Podgorica,TGD,Aeropuerto,.
airport_0081,base.pt,true,Aeropuerto De Portela,LIS,Aeropuerto,.
airport_0082,base.pt,true,Aeropuerto De Porto Santo,PXO,Aeropuerto,.
airport_0083,base.ar,true,Aeropuerto De Presidencia Roque S enz Pe¤a,PRQ,Aeropuerto,.
airport_0084,base.gb,true,Aeropuerto De Puerto Argentino/Stanley,PSY,Aeropuerto,.
airport_0085,base.gt,true,Aeropuerto De Puerto Barrios ?Aeropuerto Internacional La Tierra De Dios?,PBR,Aeropuerto,.
airport_0086,base.ca,true,Aeropuerto De Qikiqtarjuaq,YVM,Aeropuerto,.
airport_0087,base.ca,true,Aeropuerto De Resolute Bay,YRB,Aeropuerto,.
airport_0088,base.es,true,Aeropuerto De Reus,REU,Aeropuerto,.
airport_0089,base.it,true,Aeropuerto De Roma-Fiumicino,FCO,Aeropuerto,.
airport_0090,base.es,true,Aeropuerto De Sabadell,QSA,Aeropuerto,.
airport_0091,base.pt,true,Aeropuerto De Santa Maria,SMA,Aeropuerto,.
airport_0092,base.ar,true,Aeropuerto De Santa Rosa,RSA,Aeropuerto,.
airport_0093,base.pt,true,Aeropuerto De SÆo Jorge,SJZ,Aeropuerto,.
airport_0094,base.ar,true,Aeropuerto De Sauce Viejo,SFN,Aeropuerto,.
airport_0095,base.es,true,Aeropuerto De Sevilla,SVQ,Aeropuerto,.
airport_0096,base.es,true,Aeropuerto De Tenerife Norte,TFN,Aeropuerto,.
airport_0097,base.es,true,Aeropuerto De Tenerife Sur,TFS,Aeropuerto,.
airport_0098,base.hn,true,Aeropuerto De Toncont¡n,TGU,Aeropuerto,.
airport_0099,base.fr,true,Aeropuerto De Toulouse Blagnac,TLS,Aeropuerto,.
airport_0100,base.it,true,Aeropuerto De Trieste - Friuli Venezia Giulia,TRS,Aeropuerto,.
airport_0101,base.fi,true,Aeropuerto De Turku,TUR,Aeropuerto,.
airport_0102,base.es,true,Aeropuerto De Valencia,VLC,Aeropuerto,.
airport_0103,base.at,true,Aeropuerto De Viena-Schwechat,VIE,Aeropuerto,.
airport_0104,base.es,true,Aeropuerto De Vigo,VGO,Aeropuerto,.
airport_0105,base.ar,true,Aeropuerto De Villa Reynolds,VME,Aeropuerto,.
airport_0106,base.es,true,Aeropuerto De Villanubla,VLL,Aeropuerto,.
airport_0107,base.br,true,Aeropuerto De Viracopos,VCP,Aeropuerto,.
airport_0108,base.br,true,Aeropuerto De Vitoria Da Conquista,VDC,Aeropuerto,.
airport_0109,base.hr,true,Aeropuerto De Zagreb-Pleso,ZAG,Aeropuerto,.
airport_0110,base.es,true,Aeropuerto De Zaragoza,ZAZ,Aeropuerto,.
airport_0111,base.ar,true,Aeropuerto Del Iber ,MDX,Aeropuerto,.
airport_0112,base.py,true,Aeropuerto Doctor Fuster,PJC,Aeropuerto,.
airport_0113,base.ar,true,Aeropuerto Dr. Diego Nicol s D¡az Colodrero,OYA,Aeropuerto,.
airport_0114,base.ar,true,Aeropuerto General Enrique Mosconi/Tartagal,TTG,Aeropuerto,.
airport_0115,base.ar,true,Aeropuerto General Justo Jos‚ De Urquiza,PRA,Aeropuerto,.
airport_0116,base.br,true,Aeropuerto Internacional Afonso Pena,CWB,Aeropuerto,.
airport_0117,base.cl,true,Aeropuerto Internacional Arturo Merino Ben¡tez,SCL,Aeropuerto,.
airport_0118,base.ar,true,Aeropuerto Internacional Astor Piazzolla,MDQ,Aeropuerto,.
airport_0119,base.tr,true,Aeropuerto Internacional Atatrk,IST,Aeropuerto,.
airport_0120,base.ni,true,Aeropuerto Internacional Augusto C. Sandino,MGA,Aeropuerto,.
airport_0121,base.il,true,Aeropuerto Internacional Ben Guri¢n,TLV,Aeropuerto,.
airport_0122,base.mx,true,Aeropuerto Internacional Benito Ju rez,MEX,Aeropuerto,.
airport_0123,base.co,true,Aeropuerto Internacional Bonilla Arag¢n,CLO,Aeropuerto,.
airport_0124,base.cl,true,Aeropuerto Internacional Chacalluta,ARI,Aeropuerto,.
airport_0125,base.us,true,Aeropuerto Internacional Chicago-O'Hare,ORD,Aeropuerto,.
airport_0126,base.ar,true,Aeropuerto Internacional Comodoro Ricardo Salom¢n,LGS,Aeropuerto,.
airport_0127,base.pt,true,Aeropuerto Internacional Cristiano Ronaldo,FNC,Aeropuerto,.
airport_0128,base.cr,true,Aeropuerto Internacional Daniel Oduber,LIR,Aeropuerto,.
airport_0129,base.kz,true,Aeropuerto Internacional De Astan ,TSE,Aeropuerto,.
airport_0130,base.uy,true,Aeropuerto Internacional De Carrasco,MVD,Aeropuerto,.
airport_0131,base.de,true,Aeropuerto Internacional De Colonia/Bonn Konrad Adenauer,CGN,Aeropuerto,.
airport_0132,base.ae,true,Aeropuerto Internacional De Dub i,DXB,Aeropuerto,.
airport_0133,base.sv,true,Aeropuerto Internacional De El Salvador San àscar Arnulfo Romero Y Gald mez,SAL,Aeropuerto,.
airport_0134,base.us,true,Aeropuerto Internacional De Filadelfia,PHL,Aeropuerto,.
airport_0135,base.ar,true,Aeropuerto Internacional De Formosa,FMA,Aeropuerto,.
airport_0136,base.mx,true,Aeropuerto Internacional De Guadalajara,GDL,Aeropuerto,.
airport_0137,base.hu,true,Aeropuerto Internacional De Gy”r-P‚r,QGY,Aeropuerto,.
airport_0138,base.ca,true,Aeropuerto Internacional De Halifax-Stanfield,YHZ,Aeropuerto,.
airport_0139,base.jp,true,Aeropuerto Internacional De Haneda,HND,Aeropuerto,.
airport_0140,base.cn,true,Aeropuerto Internacional De Hong Kong,HKG,Aeropuerto,.
airport_0141,base.sb,true,Aeropuerto Internacional De Honiara,HIR,Aeropuerto,.
airport_0142,base.us,true,Aeropuerto Internacional De Honolulu,HNL,Aeropuerto,.
airport_0143,base.kr,true,Aeropuerto Internacional De Incheon,ICN,Aeropuerto,.
airport_0144,base.cu,true,Aeropuerto Internacional De Jardines Del Rey,CCC,Aeropuerto,.
airport_0145,base.af,true,Aeropuerto Internacional De Kabul,KBL,Aeropuerto,.
airport_0146,base.af,true,Aeropuerto Internacional De Kandahar,KDH,Aeropuerto,.
airport_0147,base.is,true,Aeropuerto Internacional De Keflav¡k,KEF,Aeropuerto,.
airport_0148,base.es,true,Aeropuerto Internacional De La Regi¢n De Murcia,RMU,Aeropuerto,.
airport_0149,base.us,true,Aeropuerto Internacional De Los µngeles,LAX,Aeropuerto,.
airport_0150,base.cn,true,Aeropuerto Internacional De Macao,MFM,Aeropuerto,.
airport_0151,base.ve,true,Aeropuerto Internacional De Maiquet¡a Sim¢n Bol¡var,CCS,Aeropuerto,.
airport_0152,base.us,true,Aeropuerto Internacional De Miami,MIA,Aeropuerto,.
airport_0153,base.ru,true,Aeropuerto Internacional De Mosc£-Domod‚dovo,DME,Aeropuerto,.
airport_0154,base.de,true,Aeropuerto Internacional De M£nich-Franz Josef Strauss,MUC,Aeropuerto,.
airport_0155,base.ca,true,Aeropuerto Internacional De Ottawa,YOW,Aeropuerto,.
airport_0156,base.ar,true,Aeropuerto Internacional De Paso De Los Libres,AOL,Aeropuerto,.
airport_0157,base.do,true,Aeropuerto Internacional De Punta Cana,PUJ,Aeropuerto,.
airport_0158,base.uy,true,Aeropuerto Internacional De Punta Del Este,PDP,Aeropuerto,.
airport_0159,base.ar,true,Aeropuerto Internacional De Resistencia,RES,Aeropuerto,.
airport_0160,base.us,true,Aeropuerto Internacional De Sacramento,SFM,Aeropuerto,.
airport_0161,base.ar,true,Aeropuerto Internacional De Salta Mart¡n Miguel De Gemes,SLA,Aeropuerto,.
airport_0162,base.ar,true,Aeropuerto Internacional De San Fernando,FDO,Aeropuerto,.
airport_0163,base.br,true,Aeropuerto Internacional De SÆo Paulo-Guarulhos,GRU,Aeropuerto,.
airport_0164,base.ro,true,Aeropuerto Internacional De Sibiu,SBZ,Aeropuerto,.
airport_0165,base.sg,true,Aeropuerto Internacional De Singapur-Changi,SIN,Aeropuerto,.
airport_0166,base.tw,true,Aeropuerto Internacional De Taiw n Taoyuan,TPE,Aeropuerto,.
airport_0167,base.pa,true,Aeropuerto Internacional De Tocumen,PTY,Aeropuerto,.
airport_0168,base.ca,true,Aeropuerto Internacional De Vancouver,YVR,Aeropuerto,.
airport_0169,base.nz,true,Aeropuerto Internacional De Wellington,WLG,Aeropuerto,.
airport_0170,base.tn,true,Aeropuerto Internacional De Yerba-Zarzis,DJE,Aeropuerto,.
airport_0171,base.cl,true,Aeropuerto Internacional Diego Aracena,IQQ,Aeropuerto,.
airport_0172,base.ar,true,Aeropuerto Internacional Doctor Fernando Piragine Niveyro,CNQ,Aeropuerto,.
airport_0173,base.co,true,Aeropuerto Internacional El Dorado,BOG,Aeropuerto,.
airport_0174,base.gr,true,Aeropuerto Internacional Eleftherios Venizelos,ATH,Aeropuerto,.
airport_0175,base.mx,true,Aeropuerto Internacional General Ignacio Pesqueira Garc¡a,HMO,Aeropuerto,.
airport_0176,base.mx,true,Aeropuerto Internacional General Roberto Fierro Villalobos,CUU,Aeropuerto,.
airport_0177,base.ar,true,Aeropuerto Internacional Gob. Ram¢n Trejo Noel,RGA,Aeropuerto,.
airport_0178,base.ar,true,Aeropuerto Internacional Gobernador Francisco Gabrielli,MDZ,Aeropuerto,.
airport_0179,base.py,true,Aeropuerto Internacional Guaran¡,AGT,Aeropuerto,.
airport_0180,base.qa,true,Aeropuerto Internacional Hamad,DOH,Aeropuerto,.
airport_0181,base.ar,true,Aeropuerto Internacional Ing. Ambrosio Taravella,COR,Aeropuerto,.
airport_0182,base.ca,true,Aeropuerto Internacional James Armstrong Richardson,YWG,Aeropuerto,.
airport_0183,base.us,true,Aeropuerto Internacional James M. Cox-Dayton,DAY,Aeropuerto,.
airport_0184,base.ca,true,Aeropuerto Internacional Jean-Lesage De Quebec,YQB,Aeropuerto,.
airport_0185,base.us,true,Aeropuerto Internacional John F. Kennedy,JFK,Aeropuerto,.
airport_0186,base.pe,true,Aeropuerto Internacional Jorge Ch vez,LIM,Aeropuerto,.
airport_0187,base.do,true,Aeropuerto Internacional Jos‚ Francisco Pe¤a G¢mez,SDQ,Aeropuerto,.
airport_0188,base.ec,true,Aeropuerto Internacional Jose Joaquin De Olmedo,GYE,Aeropuerto,.
airport_0189,base.co,true,Aeropuerto Internacional Jos‚ Mar¡a Cordova,MDE,Aeropuerto,.
airport_0190,base.cu,true,Aeropuerto Internacional Jos‚ Mart¡,HAV,Aeropuerto,.
airport_0191,base.cr,true,Aeropuerto Internacional Juan Santamar¡a,SJO,Aeropuerto,.
airport_0192,base.au,true,Aeropuerto Internacional Kingsford Smith,SYD,Aeropuerto,.
airport_0193,base.gt,true,Aeropuerto Internacional La Aurora,GUA,Aeropuerto,.
airport_0194,base.gr,true,Aeropuerto Internacional Macedonia,SKG,Aeropuerto,.
airport_0195,base.ar,true,Aeropuerto Internacional Malvinas Argentinas,USH,Aeropuerto,.
airport_0196,base.mx,true,Aeropuerto Internacional Mariano Escobedo,MTY,Aeropuerto,.
airport_0197,base.ec,true,Aeropuerto Internacional Mariscal Lamar,CUE,Aeropuerto,.
airport_0198,base.ec,true,Aeropuerto Internacional Mariscal Sucre,UIO,Aeropuerto,.
airport_0199,base.cl,true,Aeropuerto Internacional Mataveri,IPC,Aeropuerto,.
airport_0200,base.ar,true,Aeropuerto Internacional Ministro Pistarini,EZE,Aeropuerto,.
airport_0201,base.ma,true,Aeropuerto Internacional Mohammed V,CMN,Aeropuerto,.
airport_0202,base.gt,true,Aeropuerto Internacional Mundo Maya,FRS,Aeropuerto,.
airport_0203,base.ca,true,Aeropuerto Internacional Pierre Elliott Trudeau,YUL,Aeropuerto,.
airport_0204,base.br,true,Aeropuerto Internacional Pinto Martins,FOR,Aeropuerto,.
airport_0205,base.cl,true,Aeropuerto Internacional Presidente Carlos Ib ¤ez Del Campo,PUQ,Aeropuerto,.
airport_0206,base.ao,true,Aeropuerto Internacional Quatro De Fevereiro,LAD,Aeropuerto,.
airport_0207,base.hn,true,Aeropuerto Internacional Ramon Villeda Morales,SAP,Aeropuerto,.
airport_0208,base.nl,true,Aeropuerto Internacional Reina Beatrix,AUA,Aeropuerto,.
airport_0209,base.sa,true,Aeropuerto Internacional Rey Khalid,RUH,Aeropuerto,.
airport_0210,base.ar,true,Aeropuerto Internacional Rosario,ROS,Aeropuerto,.
airport_0211,base.py,true,Aeropuerto Internacional Silvio Pettirossi,ASU,Aeropuerto,.
airport_0212,base.ar,true,Aeropuerto Internacional Suboficial Ayudante Santiago Germano,AFA,Aeropuerto,.
airport_0213,base.ar,true,Aeropuerto Internacional Teniente Luis Candelaria,BRC,Aeropuerto,.
airport_0214,base.ar,true,Aeropuerto Internacional Termas De R¡o Hondo,RHD,Aeropuerto,.
airport_0215,base.ca,true,Aeropuerto Internacional Toronto Pearson,YYZ,Aeropuerto,.
airport_0216,base.ar,true,Aeropuerto Internacional Valle Del Conlara,RLO,Aeropuerto,.
airport_0217,base.bo,true,Aeropuerto Internacional Viru Viru,VVI,Aeropuerto,.
airport_0218,base.pt,true,Aeropuerto JoÆo Paulo Ii,PDL,Aeropuerto,.
airport_0219,base.gr,true,Aeropuerto Nacional De K limnos,JKL,Aeropuerto,.
airport_0220,base.us,true,Aeropuerto Regional Del Condado De Eagle,EGE,Aeropuerto,.
airport_0221,base.mu,true,Aeropuerto Sir Ga‰tan Duval,RRG,Aeropuerto,.
airport_0222,base.py,true,Aeropuerto Teniente Am¡n Ayub Gonz lez,ENO,Aeropuerto,.
airport_0223,base.us,true,Aeropuerto Urbano Charles B. Wheeler,MKC,Aeropuerto,.
airport_0224,base.ar,true,Aeropuerto Vicecomodoro µngel De La Paz Aragon‚s,SDE,Aeropuerto,.
airport_0225,base.us,true,Aeropuerto William P. Hobby,HOU,Aeropuerto,.
airport_0226,base.af,true,Base A‚rea De Bagram,BPM,Aeropuerto,.
airport_0227,base.pt,true,Base A‚rea De Beja,BYJ,Aeropuerto,.
airport_0228,base.gb,true,Base A‚rea De Monte Agradable,MPN,Aeropuerto,.
airport_0229,base.us,true,"Las Vegas, Mc Carran International Airport",LAS,Aeropuerto,.
airport_0230,base.us,true,Orlando International Airport,MCO,Aeropuerto,.
